ID	Position	error
ERR4589835	15982	1.589885531107567
ERR4615932	28923	0.36014012910697507
ERR10709198	22802	1.1701936064835659
ERR10709198	28276	1.0595827705237881
ERR4589991	3538	0.6176100628930817
ERR4589991	22708	0.5547169811320755
ERR10704836	16188	0.4007314524555904
ERR4589207	25681	0.584556214143299
ERR4589881	427	2.110237278388679
ERR4589881	27792	0.010620217807693401
ERR4589045	8252	1.4248352095203909
ERR4589846	25715	0.26490066225165565
ERR4589121	24739	1.223802395209581
SRR19475047	5260	0.014162955212473084
SRR19475047	8651	0.043163292076108445
SRR19476031	8651	0.0251908369245197
SRR19476031	25247	0.5057544951768955
SRR19476031	26951	1.088050379470601
ERR4638421	10999	0.0023478900977608607
ERR4638421	28878	0.13745829299618129
ERR4638421	29742	0.04247546631403739
ERR4423888	25681	0.5499129391094968
ERR4423888	26365	0.9036257843658565
ERR4461087	13561	0.06619665696301724
ERR4459357	10282	1.7061878602846607
SRR19928535	8651	0.030692900368258943
ERR4643016	3144	0.006556635767578567
ERR4643016	6718	0.004069635993669455
ERR4643016	7943	0.003391363328057879
ERR4643016	20172	0.004295726882206647
ERR4643016	24391	0.007008817544652951
ERR5025665	7018	0.16076783702127967
ERR5020955	29751	0.2
ERR5025044	28081	0.0036000868238175157
ERR5025136	29734	0.004697243427947898
ERR4877197	5837	0.4397532352456347
ERR4890609	16158	1.0077596849625943
ERR10708671	29867	0.001912960306073649
ERR4892049	24764	1.9784843737705906
ERR4641240	28139	1.5820564516129032
ERR4460184	18627	1.55606385976938
ERR10687165	17479	1.181109426658856
ERR10687165	25721	0.7743584857777802
ERR4461264	29030	2.2308475224084847
SRR23056895	22995	0.43392667845010097
SRR19475321	8651	0.02599388379204893
SRR19475321	27676	0.007135575942915392
ERR4423116	19300	0.008143322475570033
ERR4424399	6461	0.4805356499862416
SRR19645591	28178	0.7359548156223935
SRR21717314	13424	0.4383251719726424
SRR21135713	1346	0.3421142661648991
SRR19475048	8651	0.03594455726364983
SRR19476094	8651	0.02397946473153713
ERR4425345	14467	1.4403132882554686
SRR19475468	15210	0.21100630987943422
ERR4637574	12507	0.005674537799743731
SRR23066686	18702	2.215350351512981
SRR23066264	14145	1.391391876119375
SRR19475554	8651	0.011602996920276007
SRR19475554	29468	0.03158593606075135
SRR19645681	14349	1.2012754463642668
SRR19645695	5766	0.138658072892516
SRR19645695	24914	2.1492001298339978
SRR19645695	27259	2.3109678815419334
SRR19645442	18310	0.06475033562859989
SRR19645442	22255	0.05976954058024605
SRR19645411	5743	0.26547331915207983
SRR19645411	27259	2.08586179333777
SRR19890746	18428	1.3807236511792154
SRR19475693	8651	0.020399169652900995
SRR19473953	8651	0.02469319745297468
SRR19476028	8651	0.015205177962343821
SRR23065732	19026	0.680050818271047
SRR23066661	17567	1.094152096559342
SRR19928647	8651	0.03161789000890325
SRR23599537	21304	0.2219147758716104
SRR23594388	1871	0.31101694915254235
SRR23594388	5260	0.0461864406779661
SRR23056743	25556	1.335103119684184
SRR19890994	29372	2.7279843444227008
SRR23599570	27176	1.2371726328545425
SRR19473992	8651	0.026253045473671393
SRR19473992	10625	0.12346026790321142
SRR23057155	11955	1.820868541150574
SRR23057155	15633	2.427824721534099
SRR23057155	27601	0.7094293017469769
SRR21757433	2046	0.45136186770428016
SRR21757305	18474	2.8844574472521285
SRR19475963	2373	0.6306618627643652
SRR19475963	8651	0.019474119277759497
SRR23065904	27282	1.841521641642944
SRR21757292	16846	1.4921803127874884
SRR19476013	8651	0.031037469307500353
SRR19928193	27327	2.622574039445115
SRR23066402	29405	0.8604813903629743
SRR19928200	8651	0.06400335323947681
SRR19928200	10469	0.6093652589675188
SRR19475788	27147	1.392509262239937
SRR19928460	1757	1.1826597180339928
SRR23066225	23370	1.3803913504088783
SRR19476162	2017	0.13092291191595767
SRR19476162	21650	0.009781596867284194
SRR23065746	27793	0.04758329118848291
SRR23066717	22661	0.41646755654572754
SRR19476130	8651	0.018556191031569413
SRR23066434	21744	2.009651030003102
SRR23594754	5260	0.4721536351165981
SRR23594410	26861	0.6442293773827196
SRR23056841	25447	1.5080645161290323
ERR4438490	27784	0.12692733942854087
ERR4436957	2428	0.17489678890322818
ERR4424334	19300	0.009892761000892097
ERR4638552	2252	1.5451130941937028
ERR4638552	7035	0.028778067813603737
ERR4638552	19844	0.00993775003635237
ERR4638552	24078	0.0060040573136295565
ERR4638552	26520	0.0565209533317541
ERR4639330	10764	0.0029597474348855564
ERR4637136	10999	0.011134074350083198
ERR4637136	24391	0.002187050318766342
ERR4640599	2723	1.368058960810493
ERR4639310	16033	0.025173969191499966
ERR4584652	8888	0.0029757315963724242
ERR4584652	21075	0.004120243748823357
ERR4584652	26520	0.0050358534707841025
ERR4905564	7305	0.003348862706012288
ERR4639782	28632	1.0122026177390921
SRR19929070	25920	0.09595301153074401
ERR4633013	8392	0.007441091360066143
ERR4639604	29468	0.004488330341113106
SRR19942464	25930	0.11218023737452103
SRR19942863	15603	3.2550312122125695
SRR19942789	8651	0.015315890236119975
SRR19942789	29616	0.01914486279514997
SRR19928676	8651	0.010044959280006557
SRR19928571	9116	2.857530805939176
SRR23593627	26861	0.9046988749172733
ERR4423149	8516	1.2832457102048513
ERR4423397	29535	1.5504680504680504
ERR4590002	5642	0.009775171065493646
SRR21816420	586	0.9977976031224388
SRR21816420	29283	0.007264047262367603
SRR21816420	29287	0.010088954531066115
SRR19472781	21618	0.20570695277391343
SRR23058598	25423	1.979346134279441
SRR23059203	25101	1.1765725375813885
ERR4459027	21444	0.11041064527240944
ERR4460171	3278	0.010323470163874561
ERR4638314	10764	0.016228430834528726
ERR4461794	28386	1.6256662566625666
ERR4437453	19548	0.0032467131429103685
ERR4460062	26730	1.5901416337510546
ERR4461112	25739	0.006414073826934706
ERR4461701	23456	4.248713671506213
SRR23585665	1871	0.35213032581453635
ERR4637831	22745	0.20997280808951188
SRR23537689	1871	0.3530520857883573
ERR4640357	10619	0.6379235868210789
ERR4460593	26458	1.5067908573121402
ERR4437155	25357	1.9669467913834093
ERR4424848	10999	0.02353019631362647
ERR4424266	4812	0.2270590994940629
ERR4461505	19161	1.1668250950570342
ERR4438273	1111	0.006093470734357509
ERR4581540	23405	1.9340937896070975
ERR4584151	27350	1.931037442054617
ERR4424667	24998	1.9810796810607918
ERR4604000	28302	1.4254334219418823
ERR4422942	6849	1.1390065733176258
ERR4437813	13442	0.011073129653276661
SRR23593847	8651	0.3117481443562836
SRR23594022	8651	0.0173478122254418
ERR4875087	22094	0.28804942531157496
ERR4423133	29033	0.8260744982886402
SRR21662581	29808	0.8268938168041285
SRR23066261	27364	1.737247043603275
SRR23065906	344	1.4000341797874623
SRR23065760	17972	1.081692823119125
ERR4424766	1550	0.5938226952146074
ERR4424766	12674	1.6008027861533634
ERR4424766	13828	0.35862478228348005
SRR23585623	13	0.013272142346856749
SRR23594785	5229	0.09181141439205956
SRR23594785	26861	0.6029776674937966
SRR23594785	29008	0.065343258891646
SRR23594687	5260	0.747463796939202
SRR23594788	5260	0.8017318837781576
SRR23594744	8651	0.06951336288790373
SRR23594744	29008	0.08822849905003166
SRR23594335	321	0.30963736170599887
SRR23594335	8651	0.02312227051700641
SRR23594731	5229	0.04149380649388175
SRR23593826	28292	0.7040636042402827
SRR23593387	5693	0.6461698244242747
SRR23586032	5565	0.035897435897435895
SRR23586032	23517	0.011282051282051283
SRR23586032	23751	0.015384615384615385
SRR23594644	26416	0.42303664921465967
SRR23586040	28088	0.016211604095563138
SRR23593882	5260	0.30878624588930353
SRR23585719	5260	0.006779661016949152
SRR23585719	28088	0.0064030131826741995
SRR23585912	25365	0.5511111111111111
SRR23594629	26861	0.16725547293822665
SRR23600684	5260	0.06045190254465865
SRR23599746	21650	0.02277169678293175
SRR21719142	19652	0.4788557084081742
SRR23066623	1205	1.6254053399264488
SRR19472601	18435	4.617112423759107
SRR19475573	23666	1.2246632119486982
SRR22114556	2448	0.31042051644422775
ERR4876881	25273	0.23367850780356214
ERR4597016	3979	0.07766990291262135
ERR4597016	19671	0.15048543689320387
ERR4424259	433	0.007706025773879978
ERR4437715	5719	0.007924404051396435
SRR23593454	1871	0.2762998790810157
SRR19929147	25941	0.7273887298834794
SRR19928716	8651	0.020599610236200983
SRR19928716	20480	0.007629485272667031
ERR4461288	21688	0.49777524105081294
SRR19942836	29698	0.02947194786377768
SRR19475088	8651	0.028657722695312506
SRR19475088	25683	0.3145359808022104
SRR19476152	5260	0.016627752762708007
SRR19476152	21650	0.011777991540251505
SRR20770605	26951	1.3848750115484425
ERR7846981	28251	1.1946834435714213
ERR7846916	21769	0.9629932335273496
SRR19475977	8651	0.014661454697331114
SRR20724377	13402	1.3646406889046372
SRR23625729	4665	0.5030601261638402
SRR23625729	27259	0.06419804957320974
SRR23625729	28254	4.690667327013046
SRR23625729	28379	3.8687218070675247
SRR23625472	8922	0.017573696145124718
SRR23625472	10433	2.0895691609977325
SRR23625472	12291	0.06235827664399093
SRR19903867	26528	0.8566649130993569
SRR20745950	10523	0.8672960353626176
SRR20745954	25576	0.9736875545536134
SRR23058382	28958	0.6370562218815629
SRR23057039	28618	1.0717919032727736
SRR23056631	17982	1.6252390057361377
SRR23057046	24409	0.6368030625500948
SRR23056837	4887	1.8441461595824011
SRR23056837	27792	0.6584638329604773
SRR23057204	28711	0.8346786350767103
SRR23057221	3892	0.371487162578877
SRR23057013	28703	1.1666678489417288
SRR23056852	27905	1.3868031854379976
SRR23065934	26029	0.6908428922233519
SRR20694470	25135	0.8496159748959614
SRR20694870	21650	0.3704126304899268
SRR19928665	2996	0.10281434101725237
SRR23599657	3392	0.46824070204763896
SRR23066974	25483	1.638820855126191
SRR19928984	8651	0.042930827693919975
SRR20057061	7591	0.8262137369073986
SRR19928530	1757	1.1274906620851717
SRR19928530	20480	0.013437989436616808
SRR19928530	28703	0.6081773928894639
SRR23056593	7160	0.33224644430554623
SRR19928085	8257	0.6375707965387075
SRR23057015	11749	1.3168005805654672
SRR23057015	18696	2.34399820325893
SRR23057139	25162	0.8914519441868924
SRR23057139	25163	0.8914519441868924
SRR23056999	21484	0.40927836226519776
SRR23056999	21487	0.40927836226519776
SRR23056868	16188	0.3489208633093525
SRR19928477	8651	0.034302483012737015
SRR19928477	20480	0.01444315074220506
SRR19928997	2327	0.37895180274256135
SRR19659476	8651	0.13399963234985296
SRR19659476	28883	0.037103483857827815
SRR23056707	24893	2.0028348803890585
SRR21816431	24410	1.6114382918082855
SRR21757950	9499	1.7147069360367715
SRR21757950	27364	1.210002950429768
ERR10682712	28703	1.389944958090784
SRR23599558	8651	0.04019014693171997
ERR4459506	24193	0.583520851344762
ERR4438661	21593	1.448772045539892
SRR19945869	32	0.01633823105087832
ERR4438897	10764	0.00233370604715736
ERR4438728	20172	0.004228339934925263
ERR4423013	5148	0.17892976588628762
SRR19929116	8651	0.050374229680855136
ERR4421689	27784	0.030852994555353903
ERR4422987	10999	0.02396673357332343
SRR19475039	8651	0.02753347935638892
SRR19946047	27204	1.2461919097485563
SRR21719119	27934	0.5845096648958581
SRR22114379	28830	0.2898203592814371
SRR21719089	22957	0.2541023377167579
SRR21719089	23003	0.3229217208483798
SRR19952154	8651	0.18861915211446492
SRR19946076	8651	0.023783570542032048
SRR19946076	27906	0.021801606330196045
SRR22393952	3307	0.8825294821006904
SRR23066318	24977	1.5462056318732615
SRR19476145	26767	0.6940917279224746
SRR23594194	1871	0.5746157659890927
SRR23594194	5260	0.16063460585027267
SRR19899104	1280	1.657191384846521
SRR23066521	3062	1.4580198328933098
SRR23066521	20608	0.4933863208923131
SRR23066521	29109	1.3188595885390677
SRR19645393	1656	0.01835174682612605
SRR19651087	22	0.029612756264236904
SRR19651087	12434	0.6492027334851936
SRR23057191	21568	0.3097390048505618
SRR19929067	8651	0.05357744075576144
SRR19929093	19742	0.7541409820398596
SRR19476291	18693	0.02103372328676601
SRR23057041	25471	2.252859668423148
SRR19476070	29426	0.1335498073579391
SRR23066644	27964	0.04937803234452666
SRR19928301	4165	1.9538017884705274
SRR19928301	25768	0.38395880177691444
SRR19928334	21769	0.40237893732121244
SRR23066020	27502	0.11803784726882298
SRR23599984	29870	0.07388128963472325
SRR19645593	3996	0.2959195816891834
SRR19645593	27335	0.23521812903499195
SRR20981825	29412	0.4692281132507458
SRR19928111	18204	0.6890700134045945
SRR19899110	696	1.350262373451599
SRR21135643	21304	0.6365146420312687
SRR19473898	5260	0.02906465966550239
SRR19473898	8651	0.01843124759275761
SRR23594540	10863	1.1066081569437274
SRR23593384	29008	0.39848000723313626
SRR23593485	5260	0.21916130338608836
SRR23593485	10666	0.02609063135548671
SRR23593922	5229	0.007701421800947867
SRR23593668	5260	0.049716632540943384
SRR23593668	21304	0.004971663254094338
SRR19899096	11401	0.6167883211678832
SRR19899096	17235	5.0510948905109485
SRR19928059	8651	0.11894195634784194
SRR19475043	5260	0.01831869186654869
SRR23599620	8651	0.031147971599184022
SRR19928602	321	0.010614319593305103
SRR19928602	1483	0.047356195108592
SRR19928602	21987	0.09797833470743172
SRR19475719	7068	0.009274968924992502
SRR19475953	8651	0.022436141667304167
SRR21135628	28283	1.221869489644854
SRR19645343	17127	0.24778825146849437
SRR19645343	23854	0.40938928503490374
SRR19645343	24333	0.29088186041953684
SRR21135456	1944	1.131548881997715
SRR21135456	23441	1.0150155051411784
SRR21135456	27652	0.35988248735106904
SRR23585604	29870	0.02631578947368421
SRR20057097	8651	0.18248556775167588
SRR23066031	28899	0.5023318972979479
SRR21135849	20368	0.10586176727909011
SRR19928289	16899	0.204608170492961
SRR19475498	5260	0.015821072954766868
SRR19475574	7065	0.005003608503887699
SRR19475343	5260	0.011982570806100218
SRR19928643	20480	0.013181471058319374
SRR19476012	22661	0.2731589323268295
SRR19473990	9936	1.372873603382746
SRR19473969	20466	0.012161487184978345
SRR23066570	23604	0.9559364602734645
SRR23066570	26778	1.2539776054246228
SRR19475534	5260	0.012607342760853884
SRR23057141	28245	1.4750105116485395
SRR19475068	8651	0.03291921211091902
SRR19475400	8651	0.02381747435413198
SRR19475634	8651	0.0129288761882284
SRR19476293	5260	0.01001383016697153
SRR23066503	21974	1.6594982850013995
SRR21135612	5260	0.00805234021137393
SRR19890692	6170	0.8052913892752916
SRR19890692	11119	2.0115519470481695
ERR10689035	11959	1.1305872042068361
ERR10688635	23872	0.6260232658336924
ERR10688635	28178	0.6984058595433003
ERR10683922	9112	1.5243722304283605
ERR4638523	26520	0.017837261238428652
ERR4638523	29752	1.8899960041788555
SRR19475303	8651	0.00965345382389825
SRR19475303	25947	0.10103948335680167
ERR10709447	27960	0.5969868173258004
SRR20645407	28310	1.4042364482395975
ERR4425232	17110	1.58215598195617
ERR7736060	17852	0.6575113046390889
ERR4584539	7035	0.018734388009991675
ERR4584539	19844	0.021856786011656953
ERR4584539	27784	0.04121565362198168
ERR4640391	10999	0.01622077101327154
SRR21793483	23948	0.9245846408749158
SRR19945882	8651	0.03117672302936094
SRR22031137	21304	0.1358032955207377
SRR21872011	24389	1.4945791200849114
SRR21872011	24390	1.4943923443888247
SRR21757970	3532	0.20546298575077865
SRR21757970	21636	0.15828259643022946
SRR21757181	21913	0.7359632090472553
SRR19475627	8651	0.012982256953078586
SRR19473957	8651	0.02519594278588088
SRR19475626	8651	0.024251982398523737
SRR19476315	28254	2.3665693755726127
ERR4423030	23755	1.3543307086614174
ERR4422983	29867	0.0019913106444605358
ERR4422984	21172	0.04086265607264472
ERR4459541	28772	1.427757013451082
ERR4581490	24356	0.454298090768389
SRR19942796	8651	0.008674044622414315
SRR19942796	28998	0.10487708498010036
ERR10687708	10184	2.080606544293695
ERR4437366	25301	1.8342044291050716
ERR4422963	10999	0.004017531044558071
SRR19945850	27468	0.6317202721209987
SRR19945836	19270	3.5301557486418105
ERR4461666	6771	0.31265695630336515
ERR4890773	18974	0.005211680797448336
ERR7846055	2537	0.9757459205171116
ERR7846055	20812	0.4530105803468561
ERR10213422	9900	0.631461176997091
ERR7474391	22879	1.471351531144794
ERR10213287	7536	0.3414205344585091
ERR10213287	12876	0.3027426160337553
ERR10213287	16283	0.2812939521800281
ERR10213287	25919	0.017932489451476793
ERR10211794	25919	0.03681915964379915
ERR10205216	22642	0.1582310838445808
ERR10205216	28883	1.7799079754601228
ERR7847086	13627	0.13038887997632306
ERR7847086	28251	1.5450047444813517
ERR7847052	28251	1.4895623892481122
ERR7472156	13627	0.07438503234478687
ERR7472944	23311	0.9635202555153085
ERR7474402	29250	0.7644268705017375
SRR22382908	1840	0.07946419084723744
SRR22382908	16283	0.1253991872441637
SRR22070850	13627	0.021638254332282003
SRR22382942	20313	0.022594299590573796
SRR22382942	22920	0.14413604911228112
SRR22382942	25001	0.03350189249636804
ERR10214710	1917	0.29126925898752754
ERR7472757	20812	0.62946513191367
ERR10213326	1689	0.10395969446835499
ERR10213326	1917	0.6396896524559298
ERR10213326	7541	0.21034961556064552
ERR10213326	12876	0.17254609029942555
ERR10213326	18120	0.10692997145316513
ERR10213326	25919	0.02349219069804385
ERR10213440	12876	0.21750699775189816
SRR21718215	9904	0.07498164773664623
SRR21717579	20812	0.4086662484713101
SRR21717523	6979	0.5430364774963238
SRR21717523	22117	0.06571293747324858
SRR21717523	23604	1.161309506592454
SRR21717443	20313	0.14886710548098137
SRR22132124	1931	0.2833235260042858
SRR22132124	13627	0.026389772150463876
SRR22132124	28114	1.9433134991911036
SRR22132405	13627	0.023814411825087253
SRR22132405	18696	1.4539109012523095
SRR21718000	1931	1.065337870395561
SRR21717619	20313	0.025789603020248877
SRR21717434	22599	1.0556886252067768
SRR20439772	22812	0.01989945538332635
SRR20439772	23118	0.11667364893171345
SRR20439112	22054	0.9355919100068819
SRR21717908	11522	1.329451795440664
SRR21717908	20313	0.03265771335028323
SRR21717674	20313	0.009801411851700833
SRR21717674	27382	0.014256599057019393
SRR21718102	22054	0.3009550051614813
SRR21718260	12076	0.1751049430181138
SRR21718260	27382	0.45169506912138196
SRR21718202	1917	0.08837625191101979
SRR21718202	12876	0.06271863038846566
SRR21718202	17872	0.006842032406014435
SRR21718202	23854	0.022806774686714784
SRR21675986	2671	1.3584407940174545
SRR21675986	27382	0.005645693837029063
SRR22132400	22054	1.244402969685717
SRR22132404	23854	0.19302152932442465
SRR21718152	25919	0.03588793775943353
SRR21718152	27700	0.25839315186792144
SRR21718174	27382	0.007597399825000169
SRR21718147	27382	0.01802900254080473
SRR21717469	27700	0.16363490007425213
SRR21718181	1689	0.029637989979684264
SRR21718181	20313	0.028349381719697992
SRR20439347	28878	0.6665760551868386
SRR21717659	22054	0.8112958111379841
SRR20439040	25764	0.19915862789236063
SRR20439718	9904	0.7419543232585313
SRR20439718	28221	0.07435237665652654
SRR20439478	22599	1.316859897186043
SRR20439714	11	0.01667649693543297
SRR22740968	14490	0.5970988497887937
SRR22740968	21916	0.12745816848880195
SRR22741101	18060	1.0055775339651232
SRR22741101	28084	1.1876809825988983
SRR20439242	21294	0.8598220791072186
SRR19653913	23399	1.12264305524597
SRR20431680	33	0.007339861988158773
SRR22741034	3894	0.2864767365729832
SRR22741262	9904	0.5072033371565515
SRR20431456	20313	0.12774240773392348
SRR19654047	20313	0.2892590709685937
SRR19654047	23854	0.2994178923149953
SRR22070889	17969	0.04161651621606309
SRR22070873	10259	0.7365776342318942
SRR22378004	18979	0.1878089866866471
SRR22385620	27259	0.023972602739726026
SRR22385620	29595	0.21746575342465754
SRR22385616	20812	0.015536723163841809
ERR10214688	13627	0.07893914612185068
ERR10213617	12076	0.5462257678555681
ERR10205231	27675	1.3169606261974698
ERR10214687	13	0.05481262758938557
ERR10214687	1917	0.3288757655363134
ERR10214687	12076	0.49184357783272414
ERR10214687	14490	0.742805608366501
ERR10214687	27455	1.0370297127830879
ERR10213647	1917	0.11634650235592606
ERR10213647	12076	0.33417905038057266
ERR7735826	21304	1.0425629004993602
ERR7732962	16283	0.4084117339435797
ERR10210949	7541	0.42273700842862594
ERR7474412	811	0.29008791490525476
ERR7474412	12876	0.2233584264925444
ERR10213591	16283	0.33879932502057597
ERR10213591	22642	0.15408160792159173
ERR7849849	3834	0.02402721213155712
ERR7849058	27605	0.21267757347795993
ERR7849058	27676	1.098253043369793
ERR10213345	1917	0.7584221134465879
ERR7850529	21304	0.8139832421691893
ERR7850529	25919	0.0776897873304148
ERR7783245	12876	0.2336621416493504
ERR7783245	26651	0.02121279415248573
ERR7849723	16283	0.7478843823889293
ERR7850149	23063	0.21602567071364867
ERR7847228	21409	1.2018038989472224
ERR7847228	28245	0.7457335499769912
ERR7847228	28254	0.7331095594418313
ERR7735402	16717	1.2581046196667607
ERR7850428	23063	0.2315866596430799
ERR7850394	23063	0.2378362845998319
ERR7783391	25191	0.4165438854977899
ERR7850026	57	2.0379159143667787
ERR7850026	23063	0.2648955377869487
ERR7846784	13	0.02840155593119009
ERR7846784	23063	0.22362488248979145
ERR10213432	23063	0.23911893275925342
ERR7849804	12290	0.4401285828949092
ERR7847014	25191	0.3724183530881697
ERR7850311	13627	0.15241458169566285
ERR7847222	13627	0.13306225658618562
ERR7849972	10672	0.6939352736470459
ERR7783183	23063	0.2776927928097561
ERR7846925	29163	0.25599269558186327
ERR7733038	13627	0.09895564800954981
ERR7733038	20313	0.09377615128177723
ERR7849314	18836	1.8386809518122933
ERR7849305	13627	0.13499367959071865
ERR10213485	14490	0.6888328667991814
ERR10205358	14490	0.7347038668624571
ERR10205189	12876	0.1673523216972672
ERR10205189	13627	0.03178204328968872
ERR10205189	22112	0.03128544886328734
ERR10213660	1917	0.6268796992481203
ERR10213660	12076	0.9328007518796992
ERR7733026	13627	0.12935110508385836
ERR10214652	1917	0.4134863210536631
ERR10214652	12076	0.5398784179712258
ERR10214652	21916	0.33603647324190317
ERR10214652	22879	1.180164130499717
ERR10205172	1917	0.4591213267384347
ERR10213328	1917	0.09747706422018348
ERR7472736	11459	0.7570694922750001
ERR7736051	13627	0.07824610385932244
ERR10213414	12076	0.4875413287768045
ERR10213478	13627	0.05985354982489653
ERR10214636	811	0.09344132251940306
ERR10214636	1917	0.08498934359805001
ERR10214636	11369	0.7874427028393916
ERR7735624	33	0.003028412418870869
ERR7735624	20812	0.4315487696890988
ERR10213524	1917	0.353672505565018
ERR10213524	12076	0.6046115690373403
ERR7736692	3	0.0056202016864998336
SRR19929159	8633	0.379577980339013
ERR4438874	10764	0.0020786690542399897
ERR4438874	10999	0.015306563035767197
SRR21662604	22988	2.0696374480715503
SRR21662604	25902	0.04168860356739315
ERR4438910	10764	0.0022400664890907473
ERR4460429	14452	1.5380784339964226
ERR4603751	25508	1.7492175495875588
SRR19928565	6598	3.1581019111386235
SRR19928565	8651	0.027292238738235018
SRR23585679	26861	1.6426892336624352
SRR23585856	24727	1.2866247948224192
ERR4633602	27769	0.4513157894736842
ERR4636957	27802	1.5772196954716236
ERR4636957	28292	1.2817876211192407
ERR4633618	28878	0.130844508880029
ERR4905453	24348	0.05427296045055235
ERR4598313	10764	0.002372479240806643
ERR4598313	16846	0.0029655990510083037
ERR4598108	8830	0.0074343139220661245
SRR23594669	2263	0.5306859205776173
SRR23594669	12458	0.44437151296357075
SRR23594698	22999	0.09613731852681733
SRR23594761	8962	0.20137287301661455
SRR23594761	10666	0.187753451653172
SRR23594761	28087	0.009728158116744663
SRR23594805	8651	0.05505279034690799
SRR23594594	5229	0.02402111718317598
SRR23600763	1871	0.15611547163918194
SRR23600763	24998	0.7869878968864075
SRR23593901	22999	1.4417670682730923
SRR23593885	5229	0.36699729486023447
SRR23599723	8651	0.026625102771585293
SRR23599816	16119	1.1398409651768577
SRR23599512	8651	0.11199458078035657
SRR19928067	3832	0.10911906643368728
SRR19945855	29742	0.14841272408762218
ERR4633531	25495	1.2019047619047618
ERR4904910	22205	0.3835897075017174
ERR4904910	22487	0.5556281177941923
ERR4904910	28214	1.7231814754498298
ERR4639527	3470	0.7730543581420717
ERR4639527	3945	0.059752993866053844
SRR22031225	21785	0.7946128112983614
ERR5025280	6451	1.7468531468531467
ERR4636993	12855	0.01680709298330425
ERR4584632	14865	0.007205584327854087
ERR4584632	21075	0.01013285296104481
ERR4584632	26520	0.004278315694663364
ERR4877966	26447	0.32717923266069143
ERR10705277	25162	0.964516129032258
ERR10705277	28415	1.2899193548387098
ERR4877799	24998	1.543580454133584
ERR5025079	3144	0.011331748391727693
ERR5025079	7305	0.0058925091636984
ERR5025079	7943	0.005439239228029292
ERR10008352	16261	0.6819923371647509
ERR4891823	12905	0.9841677275556446
ERR4876263	27527	1.835701209437645
ERR4876737	5941	1.649324250143427
ERR4585082	25145	0.4675409836065574
ERR10682706	9276	0.08333333333333333
ERR10682311	5048	2.6800230242468865
ERR10682311	11396	0.018890753771890405
ERR4638733	3144	0.008624656337932152
ERR4638733	6718	0.006413205994872627
ERR4638733	7943	0.003980610617507148
ERR4638733	23122	0.005307480823342863
ERR4638733	23416	1.755670427354958
ERR4638733	23789	0.003759465583201195
ERR4638733	29694	0.0022114503430595263
SRR19942782	23124	0.12734864300626306
SRR19645452	29870	0.18584821973881072
ERR4585249	27386	0.12747456463842985
SRR23594379	29008	0.39598665685654505
SRR23593518	8651	0.032066508313539195
ERR4458891	4205	0.310221585268277
ERR4437841	260	0.1293269005747137
ERR4437841	22516	0.004181470226434161
ERR4421433	28610	1.0403314917127071
