ID	Position	AF_Ratio	SB_Ratio
ERR6421815	13	0.0	0.0
ERR6348731	13	0.0	0.0
ERR5025733	14	0.0	0.0
ERR6444963	14	0.0	0.0
ERR6348731	14	0.0	0.0
ERR6770028	14	0.0	0.0
ERR6421815	14	0.0	0.0
ERR5025733	15	0.0	0.0
ERR6586663	15	0.0	0.0
ERR7107271	15	0.0	0.0
ERR6542766	15	0.0	0.0
ERR6348731	15	0.0	0.0
ERR7139194	16	0.0	0.0
ERR6542766	16	0.0	0.0
ERR5025733	16	0.0	0.0
ERR6770028	16	0.0	0.0
ERR6586663	16	0.0	0.0
ERR4640354	17	0.0	0.0
ERR5025733	17	0.0	0.0
ERR7107271	17	0.0	0.0
ERR6770028	17	0.0	0.0
ERR6421815	17	0.0	0.0
ERR6542766	18	0.0	0.0
ERR6348731	18	0.0	0.0
ERR5025733	18	0.0	0.0
ERR6770028	18	0.0	0.0
ERR6586663	18	0.0	0.0
ERR5025733	19	0.0	0.0
ERR6542766	19	0.0	0.0
ERR6586663	19	0.0	0.0
ERR6348731	19	0.0	0.0
ERR6770028	19	0.0	0.0
ERR5025733	20	0.0	0.0
ERR6770028	20	0.0	0.0
ERR10658645	20	0.0	0.0
ERR6348731	20	0.0	0.0
ERR6542766	20	0.0	0.0
ERR6586663	21	0.0	0.0
ERR6421815	21	0.0	0.0
ERR5025733	21	0.0	0.0
ERR6348731	21	0.0	0.0
ERR6444963	21	0.0	0.0
ERR10665292	22	0.0	0.0
ERR6770028	22	0.0	0.0
ERR4640271	22	0.0	0.0
ERR5025733	22	0.0	0.0
ERR6542766	22	0.0	0.0
ERR5025733	23	0.0	0.0
ERR6770028	23	0.0	0.0
ERR7107271	23	0.0	0.0
ERR6444963	23	0.0	0.0
ERR6421815	23	0.0	0.0
ERR5025733	24	0.0	0.0
ERR6770028	24	0.0	0.0
ERR6444963	24	0.0	0.0
ERR6586663	24	0.0	0.0
ERR6348731	24	0.0	0.0
ERR6770028	25	0.0	0.0
ERR6348731	25	0.0	0.0
ERR10665292	25	0.0	0.0
ERR5025733	25	0.0	0.0
ERR7107271	25	0.0	0.0
ERR5025733	26	0.0	0.0
ERR7352067	26	0.0	0.0
ERR6770028	26	0.0	0.0
ERR6421815	26	0.0	0.0
ERR6586663	26	0.0	0.0
ERR6770028	27	0.0	0.0
ERR6348731	27	0.0	0.0
ERR6421815	27	0.0	0.0
ERR6586663	27	0.0	0.0
ERR5025733	27	0.0	0.0
ERR5025733	28	0.0	0.0
ERR6542766	28	0.0	0.0
ERR6586663	28	0.0	0.0
ERR6117629	28	0.0	0.0
ERR6770028	28	0.0	0.0
ERR6348731	29	0.0	0.0
ERR5025733	29	0.0	0.0
ERR4640354	29	0.0	0.0
ERR6770028	29	0.0	0.0
ERR6542766	29	0.0	0.0
ERR5025733	30	0.0	0.0
ERR6542766	30	0.0	0.0
ERR6586663	30	0.0	0.0
ERR6444963	30	0.0	0.0
ERR6770028	30	0.0	0.0
ERR6770028	31	0.0	0.0
ERR6193863	31	0.0	0.0
ERR5025733	31	0.0	0.0
ERR6444963	31	0.0	0.0
ERR6421815	31	0.0	0.0
ERR6770028	32	0.0	0.0
ERR7107271	32	0.0	0.0
ERR5025733	32	0.0	0.0
ERR6421815	32	0.0	0.0
ERR6348731	32	0.0	0.0
ERR5025733	33	0.0	0.0
ERR6542766	33	0.0	0.0
ERR6770028	33	0.0	0.0
ERR7107271	33	0.0	0.0
ERR6586663	33	0.0	0.0
ERR6444963	34	0.0	0.0
ERR6542766	34	0.0	0.0
ERR5025733	34	0.0	0.0
ERR6586663	34	0.0	0.0
ERR6348731	34	0.0	0.0
ERR5025733	35	0.0	0.0
ERR6770028	35	0.0	0.0
ERR6444963	35	0.0	0.0
ERR6542766	35	0.0	0.0
ERR6421815	35	0.0	0.0
SRR21977123	36	0.0	0.0
ERR5025733	36	0.0	0.0
ERR6770028	36	0.0	0.0
ERR6421815	36	0.0	0.0
ERR6586663	36	0.0	0.0
ERR6421815	37	0.0	0.0
ERR6770028	37	0.0	0.0
ERR6586663	37	0.0	0.0
ERR7107271	37	0.0	0.0
ERR5025733	37	0.0	0.0
ERR6586663	38	0.0	0.0
ERR6770028	38	0.0	0.0
ERR6542766	38	0.0	0.0
ERR5025733	38	0.0	0.0
ERR6348731	38	0.0	0.0
ERR6542766	39	0.0	0.0
ERR7107271	39	0.0	0.0
ERR5025733	39	0.0	0.0
ERR6348731	39	0.0	0.0
ERR6770028	39	0.0	0.0
ERR6421815	40	0.0	0.0
ERR6542766	40	0.0	0.0
ERR6770028	40	0.0	0.0
ERR6444963	40	0.0	0.0
ERR5025733	40	0.0	0.0
ERR6586663	41	0.0	0.0
ERR6444963	41	0.0	0.0
ERR5025733	41	0.0	0.0
ERR7352067	41	0.0	0.0
ERR6770028	41	0.0	0.0
ERR6586663	42	0.0	0.0
ERR6542766	42	0.0	0.0
ERR4640271	42	0.0	0.0
ERR6770028	42	0.0	0.0
ERR5025733	42	0.0	0.0
ERR6770028	43	0.0	0.0
ERR7139194	43	0.0	0.0
ERR6586663	43	0.0	0.0
ERR10665292	43	0.0	0.0
ERR5025733	43	0.0	0.0
ERR6770028	44	0.0	0.0
ERR6421815	44	0.0	0.0
ERR5025733	44	0.0	0.0
ERR7107271	44	0.0	0.0
ERR6586663	44	0.0	0.0
SRR20344495	45	0.0	0.0
ERR10665292	45	0.0	0.0
ERR6770028	45	0.0	0.0
ERR6348731	45	0.0	0.0
ERR5025733	45	0.0	0.0
ERR6444963	46	0.0	0.0
ERR5025733	46	0.0	0.0
ERR6770028	46	0.0	0.0
ERR6348731	46	0.0	0.0
ERR6542766	46	0.0	0.0
ERR6421815	47	0.0	0.0
ERR5025733	47	0.0	0.0
ERR4640354	47	0.0	0.0
ERR6770028	47	0.0	0.0
ERR6542766	47	0.0	0.0
ERR6542766	48	0.0	0.0
ERR6421815	48	0.0	0.0
ERR5025733	48	0.0	0.0
ERR6770028	48	0.0	0.0
ERR10665292	48	0.0	0.0
SRR20344495	49	0.0	0.0
ERR6586663	49	0.0	0.0
ERR6770028	49	0.0	0.0
ERR6348731	49	0.0	0.0
ERR5025733	49	0.0	0.0
ERR6586663	50	0.0	0.0
ERR6770028	50	0.0	0.0
ERR6421815	50	0.0	0.0
ERR6348731	50	0.0	0.0
ERR5025733	50	0.0	0.0
ERR5025733	51	0.0	0.0
ERR6421815	51	0.0	0.0
ERR6348731	51	0.0	0.0
ERR6444963	51	0.0	0.0
ERR7352067	51	0.0	0.0
ERR10665292	52	0.0	0.0
ERR5025733	52	0.0	0.0
ERR6542766	52	0.0	0.0
ERR6586663	52	0.0	0.0
ERR6770028	52	0.0	0.0
ERR5025733	53	0.0	0.0
ERR6586663	53	0.0	0.0
ERR6542766	53	0.0	0.0
ERR6770028	53	0.0	0.0
ERR6421815	53	0.0	0.0
ERR6542766	54	0.0	0.0
ERR5025733	54	0.0	0.0
ERR6586663	54	0.0	0.0
ERR6770028	54	0.0	0.0
ERR7107271	54	0.0	0.0
ERR6348731	55	0.0	0.0
ERR6770028	55	0.0	0.0
ERR6586663	55	0.0	0.0
ERR4640354	55	0.0	0.0
ERR5025733	55	0.0	0.0
ERR7352067	56	0.0	0.0
ERR6586663	56	0.0	0.0
ERR6421815	56	0.0	0.0
ERR5025733	56	0.0	0.0
ERR7139194	56	0.0	0.0
ERR6586663	57	0.0	0.0
ERR6421815	57	0.0	0.0
ERR6542766	57	0.0	0.0
ERR6348731	57	0.0	0.0
ERR5025733	57	0.0	0.0
ERR6770028	58	0.0	0.0
ERR6542766	58	0.0	0.0
ERR7139194	58	0.0	0.0
ERR6348731	58	0.0	0.0
ERR5025733	58	0.0	0.0
ERR4640271	59	0.0	0.0
ERR6770028	59	0.0	0.0
ERR6542766	59	0.0	0.0
ERR6348731	59	0.0	0.0
ERR5025733	59	0.0	0.0
ERR7107271	60	0.0	0.0
ERR6770028	60	0.0	0.0
ERR5025733	60	0.0	0.0
ERR6586663	60	0.0	0.0
ERR6542766	60	0.0	0.0
ERR5025733	61	0.0	0.0
ERR10665292	61	0.0	0.0
ERR6770028	61	0.0	0.0
ERR6542766	61	0.0	0.0
ERR6586663	61	0.0	0.0
ERR7107271	62	0.0	0.0
ERR6348731	62	0.0	0.0
ERR6542766	62	0.0	0.0
ERR4640271	62	0.0	0.0
ERR5025733	62	0.0	0.0
ERR5025733	63	0.0	0.0
ERR6542766	63	0.0	0.0
ERR6770028	63	0.0	0.0
ERR6348731	63	0.0	0.0
ERR6421815	63	0.0	0.0
ERR6348731	64	0.0	0.0
ERR10665292	64	0.0	0.0
ERR6542766	64	0.0	0.0
ERR6444963	64	0.0	0.0
ERR5025733	64	0.0	0.0
ERR6770028	65	0.0	0.0
ERR5025733	65	0.0	0.0
SRR21977123	65	0.0	0.0
ERR6348731	65	0.0	0.0
ERR7118029	65	0.0	0.0
ERR10665292	66	0.0	0.0
ERR6586663	66	0.0	0.0
ERR6348731	66	0.0	0.0
ERR5025733	66	0.0	0.0
ERR6542766	66	0.0	0.0
ERR5025733	67	0.0	0.0
ERR6348731	67	0.0	0.0
ERR6770028	67	0.0	0.0
ERR7139194	67	0.0	0.0
ERR6586663	67	0.0	0.0
ERR6421815	68	0.0	0.0
ERR7139194	68	0.0	0.0
ERR5025733	68	0.0	0.0
ERR6770028	68	0.0	0.0
ERR6348731	68	0.0	0.0
ERR7139194	69	0.0	0.0
ERR6542766	69	0.0	0.0
ERR5025733	69	0.0	0.0
ERR6586663	69	0.0	0.0
ERR6348731	69	0.0	0.0
ERR5025733	70	0.0	0.0
ERR7107271	70	0.0	0.0
ERR6586663	70	0.0	0.0
ERR6770028	70	0.0	0.0
ERR6421815	70	0.0	0.0
ERR7107271	71	0.0	0.0
ERR6770028	71	0.0	0.0
ERR5025733	71	0.0	0.0
ERR6348731	71	0.0	0.0
ERR7352067	71	0.0	0.0
ERR5025733	72	0.0	0.0
ERR6586663	72	0.0	0.0
ERR6770028	72	0.0	0.0
ERR6542766	72	0.0	0.0
ERR6421815	72	0.0	0.0
ERR6542766	73	0.0	0.0
ERR6770028	73	0.0	0.0
ERR5025733	73	0.0	0.0
ERR4640271	73	0.0	0.0
SRR21977123	73	0.0	0.0
ERR6770028	74	0.0	0.0
ERR6348731	74	0.0	0.0
ERR6421815	74	0.0	0.0
ERR4640354	74	0.0	0.0
ERR5025733	74	0.0	0.0
ERR5025733	75	0.0	0.0
ERR6542766	75	0.0	0.0
ERR6586663	75	0.0	0.0
ERR7139194	75	0.004379	0.0
ERR6444963	75	0.0	0.0
ERR6348731	76	0.0	0.0
ERR6586663	76	0.0	0.0
ERR6444963	76	0.0	0.0
ERR6542766	76	0.0	0.0
ERR5025733	76	0.0	0.0
ERR7352067	77	0.0	0.0
ERR6542766	77	0.0	0.0
ERR6348731	77	0.0	0.0
ERR5025733	77	0.0	0.0
ERR6586663	77	0.0	0.0
ERR6542766	78	0.0	0.0
ERR6586663	78	0.0	0.0
ERR6348731	78	0.0	0.0
ERR5025733	78	0.0	0.0
ERR4640354	78	0.0	0.0
ERR5025733	79	0.0	0.0
ERR6542766	79	0.0	0.0
ERR6770028	79	0.0	0.0
ERR6421815	79	0.0	0.0
ERR6586663	79	0.0	0.0
ERR6542766	80	0.0	0.0
ERR5025733	80	0.0	0.0
ERR6421815	80	0.0	0.0
ERR6770028	80	0.0	0.0
ERR7107271	80	0.0	0.0
ERR5025733	81	0.0	0.0
ERR6421815	81	0.0	0.0
ERR6348731	81	0.0	0.0
ERR6542766	81	0.0	0.0
ERR6586663	81	0.0	0.0
ERR10665292	82	0.0	0.0
ERR6586663	82	0.0	0.0
ERR6770028	82	0.0	0.0
ERR5025733	82	0.0	0.0
ERR6421815	82	0.0	0.0
ERR4640271	83	0.0	0.0
ERR7107271	83	0.0	0.0
ERR6444963	83	0.0	0.0
ERR5025733	83	0.0	0.0
ERR6770028	83	0.0	0.0
ERR6770028	84	0.0	0.0
ERR6348731	84	0.0	0.0
ERR5025733	84	0.0	0.0
ERR6421815	84	0.0	0.0
ERR6444963	84	0.0	0.0
ERR7107271	85	0.0	0.0
ERR6348731	85	0.0	0.0
ERR5025733	85	0.0	0.0
ERR6770028	85	0.0	0.0
ERR10665292	85	0.0	0.0
ERR6770028	86	0.0	0.0
ERR6117629	86	0.0	0.0
ERR6542766	86	0.0	0.0
ERR5025733	86	0.0	0.0
ERR4640354	86	0.0	0.0
ERR7107271	87	0.0	0.0
ERR5025733	87	0.0	0.0
ERR7352067	87	0.0	0.0
ERR6421815	87	0.0	0.0
ERR6770028	87	0.0	0.0
ERR6444963	88	0.0	0.0
ERR6421815	88	0.0	0.0
ERR6348731	88	0.0	0.0
ERR5025733	88	0.0	0.0
ERR6586663	88	0.0	0.0
ERR5025733	89	0.0	0.0
ERR7352067	89	0.0	0.0
ERR6770028	89	0.0	0.0
ERR6328065	89	0.0	0.0
ERR6586663	89	0.0	0.0
ERR6348731	90	0.0	0.0
ERR6542766	90	0.0	0.0
ERR6586663	90	0.0	0.0
ERR5025733	90	0.0	0.0
ERR6770028	90	0.0	0.0
ERR5025733	91	0.0	0.0
ERR6421815	91	0.0	0.0
ERR6770028	91	0.0	0.0
ERR7139194	91	0.0	0.0
ERR7107271	91	0.0	0.0
ERR5025733	92	0.0	0.0
ERR6586663	92	0.0	0.0
ERR7352067	92	0.0	0.0
ERR6444963	92	0.0	0.0
ERR6770028	92	0.0	0.0
ERR6193863	93	0.0	0.0
ERR6542766	93	0.0	0.0
ERR6770028	93	0.0	0.0
ERR5025733	93	0.0	0.0
ERR6421815	93	0.0	0.0
ERR6421815	94	0.0	0.0
ERR7107271	94	0.0	0.0
ERR6586663	94	0.0	0.0
ERR6770028	94	0.0	0.0
ERR5025733	94	0.0	0.0
ERR6421815	95	0.0	0.0
ERR5025733	95	0.0	0.0
ERR6586663	95	0.0	0.0
ERR6542766	95	0.0	0.0
ERR6770028	95	0.0	0.0
ERR6770028	96	0.0	0.0
ERR6542766	96	0.0	0.0
ERR5025733	96	0.0	0.0
SRR20344495	96	0.0	0.0
ERR6586663	96	0.0	0.0
ERR10665292	97	0.0	0.0
ERR7352067	97	0.0	0.0
ERR5025733	97	0.0	0.0
ERR6586663	97	0.0	0.0
ERR6770028	97	0.0	0.0
ERR5025733	98	0.0	0.0
ERR6586663	98	0.0	0.0
ERR6421815	98	0.0	0.0
ERR6770028	98	0.0	0.0
ERR7352067	98	0.0	0.0
ERR10665292	99	0.0	0.0
ERR6348731	99	0.0	0.0
ERR6421815	99	0.0	0.0
ERR5025733	99	0.0	0.0
ERR6586663	99	0.0	0.0
ERR6348731	100	0.0	0.0
ERR6770028	100	0.0	0.0
ERR7352067	100	0.0	0.0
ERR7107271	100	0.0	0.0
ERR5025733	100	0.0	0.0
ERR6586663	101	0.0	0.0
ERR6421815	101	0.0	0.0
ERR6770028	101	0.0	0.0
ERR5025733	101	0.0	0.0
ERR6444963	101	0.0	0.0
ERR6770028	102	0.0	0.0
ERR6586663	102	0.0	0.0
ERR6348731	102	0.0	0.0
ERR5025733	102	0.0	0.0
ERR10665292	102	0.0	0.0
ERR5025733	103	0.0	0.0
ERR6542766	103	0.0	0.0
ERR6348731	103	0.0	0.0
ERR6421815	103	0.0	0.0
ERR7107271	103	0.0	0.0
ERR6770028	104	0.0	0.0
SRR21977123	104	0.0	0.0
ERR6586663	104	0.0	0.0
ERR5025733	104	0.0	0.0
ERR6348731	104	0.0	0.0
ERR6586663	105	0.0	0.0
ERR6770028	105	0.0	0.0
ERR4640271	105	0.0	0.0
ERR5025733	105	0.0	0.0
ERR6444963	105	0.0	0.0
ERR7107271	106	0.0	0.0
ERR10658645	106	0.0	0.0
ERR10665292	106	0.0	0.0
ERR6586663	106	0.0	0.0
ERR5025733	106	0.0	0.0
ERR5025733	107	0.0	0.0
ERR6421815	107	0.0	0.0
ERR7352067	107	0.0	0.0
ERR6770028	107	0.0	0.0
ERR6586663	107	0.0	0.0
ERR10665292	108	0.0	0.0
ERR5025733	108	0.0	0.0
ERR6348731	108	0.0	0.0
ERR6421815	108	0.0	0.0
ERR6770028	108	0.0	0.0
ERR6542766	109	0.0	0.0
ERR7352067	109	0.0	0.0
ERR5025733	109	0.0	0.0
ERR6586663	109	0.0	0.0
ERR6770028	109	0.0	0.0
ERR7107271	110	0.0	0.0
ERR5025733	110	0.0	0.0
ERR6770028	110	0.0	0.0
ERR6586663	110	0.0	0.0
ERR6348731	110	0.0	0.0
ERR6586663	111	0.0	0.0
ERR5025733	111	0.0	0.0
ERR7139194	111	0.0	0.0
ERR6770028	111	0.0	0.0
ERR6348731	111	0.0	0.0
ERR6586663	112	0.0	0.0
SRR20344495	112	0.0	0.0
ERR6421815	112	0.0	0.0
ERR6770028	112	0.0	0.0
ERR5025733	112	0.0	0.0
ERR6586663	113	0.0	0.0
ERR6770028	113	0.0	0.0
ERR5025733	113	0.0	0.0
ERR6348731	113	0.0	0.0
ERR7352067	113	0.0	0.0
ERR6586663	114	0.0	0.0
ERR5025733	114	0.0	0.0
ERR6421815	114	0.0	0.0
ERR6542766	114	0.0	0.0
ERR6348731	114	0.0	0.0
ERR6421815	115	0.0	0.0
ERR6586663	115	0.0	0.0
ERR10665292	115	0.0	0.0
ERR6542766	115	0.0	0.0
ERR5025733	115	0.0	0.0
ERR5025733	116	0.0	0.0
ERR6421815	116	0.0	0.0
ERR6586663	116	0.0	0.0
ERR6770028	116	0.0	0.0
ERR6542766	116	0.0	0.0
ERR6348731	117	0.0	0.0
ERR6586663	117	0.0	0.0
ERR10665292	117	0.0	0.0
ERR6421815	117	0.0	0.0
ERR5025733	117	0.0	0.0
ERR6542766	118	0.0	0.0
SRR23065118	118	0.0	0.0
ERR6770028	118	0.0	0.0
ERR10665292	118	0.0	0.0
ERR5025733	118	0.0	0.0
ERR4640354	119	0.0	0.0
ERR6770028	119	0.0	0.0
ERR6421815	119	0.0	0.0
ERR6348731	119	0.0	0.0
ERR5025733	119	0.0	0.0
ERR6770028	120	0.0	0.0
ERR6444963	120	0.0	0.0
ERR6421815	120	0.0	0.0
ERR5025733	120	0.0	0.0
ERR6348731	120	0.0	0.0
ERR10665292	121	0.0	0.0
ERR6421815	121	0.0	0.0
ERR5025733	121	0.0	0.0
ERR6586663	121	0.0	0.0
ERR6348731	121	0.0	0.0
SRR21977123	122	0.0	0.0
ERR6770028	122	0.0	0.0
ERR5025733	122	0.0	0.0
ERR6586663	122	0.0	0.0
ERR7139194	122	0.0	0.0
ERR7107271	123	0.0	0.0
ERR6770028	123	0.0	0.0
ERR6542766	123	0.0	0.0
ERR5025733	123	0.0	0.0
ERR4640354	123	0.0	0.0
ERR7118029	124	0.0	0.0
ERR6421815	124	0.0	0.0
ERR6770028	124	0.0	0.0
ERR5025733	124	0.0	0.0
ERR6348731	124	0.0	0.0
ERR4640271	125	0.0	0.0
ERR6770028	125	0.0	0.0
ERR6542766	125	0.0	0.0
ERR6348731	125	0.0	0.0
ERR5025733	125	0.0	0.0
ERR6421815	126	0.0	0.0
ERR5025733	126	0.0	0.0
ERR6586663	126	0.0	0.0
ERR4640271	126	0.0	0.0
ERR6770028	126	0.0	0.0
ERR6348731	127	0.0	0.0
ERR6586663	127	0.0	0.0
ERR6421815	127	0.0	0.0
ERR5025733	127	0.0	0.0
ERR10658645	127	0.0	0.0
ERR6421815	128	0.0	0.0
ERR6770028	128	0.0	0.0
ERR5025733	128	0.0	0.0
ERR6444963	128	0.0	0.0
ERR7107271	128	0.0	0.0
ERR10665292	129	0.0	0.0
ERR5025733	129	0.0	0.0
ERR6421815	129	0.0	0.0
ERR6770028	129	0.0	0.0
ERR7107271	129	0.0	0.0
SRR21977123	130	0.0	0.0
ERR7107271	130	0.0	0.0
ERR5025733	130	0.0	0.0
ERR6770028	130	0.0	0.0
ERR6586663	130	0.0	0.0
ERR6770028	131	0.0	0.0
SRR20344495	131	0.0	0.0
ERR10665292	131	0.0	0.0
ERR6586663	131	0.0	0.0
ERR5025733	131	0.0	0.0
ERR6770028	132	0.0	0.0
ERR6348731	132	0.0	0.0
ERR4640271	132	0.0	0.0
ERR5025733	132	0.0	0.0
ERR6586663	132	0.0	0.0
ERR6770028	133	0.0	0.0
ERR5025733	133	0.0	0.0
ERR7107271	133	0.0	0.0
ERR7139194	133	0.0	0.0
ERR6542766	133	0.0	0.0
ERR6348731	134	0.0	0.0
ERR6586663	134	0.0	0.0
ERR5025733	134	0.0	0.0
ERR6770028	134	0.0	0.0
ERR7107271	134	0.0	0.0
ERR5025733	135	0.0	0.0
ERR6348731	135	0.0	0.0
ERR6421815	135	0.0	0.0
ERR7139194	135	0.0	0.0
ERR6444963	135	0.0	0.0
ERR6770028	136	0.0	0.0
ERR6421815	136	0.0	0.0
ERR6348731	136	0.0	0.0
ERR5025733	136	0.0	0.0
ERR6586663	136	0.0	0.0
ERR5025733	137	0.0	0.0
SRR21977123	137	0.0	0.0
ERR6770028	137	0.0	0.0
ERR6586663	137	0.0	0.0
ERR6348731	137	0.0	0.0
ERR5025733	138	0.0	0.0
ERR6348731	138	0.0	0.0
ERR6542766	138	0.0	0.0
ERR7139194	138	0.0	0.0
ERR6770028	138	0.0	0.0
ERR6348731	139	0.0	0.0
ERR5025733	139	0.0	0.0
ERR6586663	139	0.0	0.0
SRR20344495	139	0.0	0.0
ERR7107271	139	0.0	0.0
ERR6421815	140	0.0	0.0
ERR5025733	140	0.0	0.0
ERR6542766	140	0.0	0.0
ERR6586663	140	0.0	0.0
ERR4640354	140	0.0	0.0
ERR6348731	141	0.0	0.0
ERR6542766	141	0.0	0.0
ERR5025733	141	0.0	0.0
ERR7107271	141	0.0	0.0
ERR6770028	141	0.0	0.0
ERR6542766	142	0.0	0.0
ERR7139194	142	0.0	0.0
ERR6586663	142	0.0	0.0
ERR6421815	142	0.0	0.0
ERR5025733	142	0.0	0.0
ERR7107271	143	0.0	0.0
ERR5025733	143	0.0	0.0
ERR6770028	143	0.0	0.0
ERR7139194	143	0.0	0.0
ERR6421815	143	0.0	0.0
ERR6770028	144	0.0	0.0
ERR6421815	144	0.0	0.0
ERR6586663	144	0.0	0.0
ERR7139194	144	0.0	0.0
ERR5025733	144	0.0	0.0
ERR5025733	145	0.0	0.0
ERR6348731	145	0.0	0.0
ERR6586663	145	0.0	0.0
ERR6421815	145	0.0	0.0
ERR6770028	145	0.0	0.0
ERR6444963	146	0.0	0.0
ERR6586663	146	0.0	0.0
ERR6421815	146	0.0	0.0
ERR5025733	146	0.0	0.0
ERR7107271	146	0.0	0.0
ERR5025733	147	0.0	0.0
ERR6770028	147	0.0	0.0
ERR6586663	147	0.0	0.0
ERR7352067	147	0.0	0.0
ERR6348731	147	0.0	0.0
ERR5025733	148	0.0	0.0
ERR6770028	148	0.0	0.0
ERR7107271	148	0.0	0.0
ERR7139194	148	0.0	0.0
ERR6348731	148	0.0	0.0
ERR6770028	149	0.0	0.0
ERR5025733	149	0.0	0.0
SRR22119725	149	0.0	0.0
ERR6348731	149	0.0	0.0
ERR4640271	149	0.0	0.0
ERR5025733	150	0.0	0.0
ERR6586663	150	0.0	0.0
ERR6770028	150	0.0	0.0
ERR6542766	150	0.0	0.0
ERR4640354	150	0.0	0.0
ERR5025733	151	0.0	0.0
ERR6348731	151	0.0	0.0
ERR6542766	151	0.0	0.0
ERR6770028	151	0.0	0.0
ERR6444963	151	0.0	0.0
ERR5025733	152	0.0	0.0
ERR6348731	152	0.0	0.0
ERR6770028	152	0.0	0.0
ERR4640354	152	0.0	0.0
ERR6421815	152	0.0	0.0
ERR6586663	153	0.0	0.0
ERR5025733	153	0.0	0.0
ERR6770028	153	0.0	0.0
ERR7107271	153	0.0	0.0
ERR6542766	153	0.0	0.0
ERR6586663	154	0.0	0.0
ERR5025733	154	0.0	0.0
ERR6770028	154	0.0	0.0
ERR6542766	154	0.0	0.0
ERR6348731	154	0.0	0.0
ERR6348731	155	0.0	0.0
ERR6444963	155	0.0	0.0
ERR5025733	155	0.0	0.0
ERR6542766	155	0.0	0.0
ERR7107271	155	0.0	0.0
ERR4640271	156	0.0	0.0
ERR6586663	156	0.0	0.0
ERR5025733	156	0.0	0.0
ERR6542766	156	0.0	0.0
ERR6541552	156	0.0	0.0
ERR6586663	157	0.0	0.0
ERR6117629	157	0.0	0.0
ERR5025733	157	0.0	0.0
ERR6770028	157	0.0	0.0
ERR6348731	157	0.0	0.0
ERR6542766	158	0.0	0.0
ERR6348731	158	0.0	0.0
ERR7352067	158	0.0	0.0
ERR5025733	158	0.0	0.0
ERR6770028	158	0.0	0.0
ERR6542766	159	0.0	0.0
ERR5025733	159	0.0	0.0
ERR6421815	159	0.0	0.0
ERR6586663	159	0.0	0.0
ERR6770028	159	0.0	0.0
ERR6586663	160	0.0	0.0
ERR6421815	160	0.0	0.0
ERR7352067	160	0.0	0.0
ERR6542766	160	0.0	0.0
ERR5025733	160	0.0	0.0
ERR5025733	161	0.0	0.0
ERR6348731	161	0.0	0.0
ERR6586663	161	0.0	0.0
ERR4640354	161	0.0	0.0
ERR6421815	161	0.0	0.0
ERR5025733	162	0.0	0.0
ERR7107271	162	0.0	0.0
ERR6542766	162	0.0	0.0
ERR10665292	162	0.0	0.0
ERR6586663	162	0.0	0.0
ERR6586663	163	0.0	0.0
ERR6542766	163	0.0	0.0
ERR5025733	163	0.0	0.0
ERR4640354	163	0.0	0.0
ERR6770028	163	0.0	0.0
ERR6348731	164	0.0	0.0
ERR6586663	164	0.0	0.0
ERR5025733	164	0.0	0.0
ERR4640354	164	0.0	0.0
ERR6770028	164	0.0	0.0
