ID	Position	position	nucleotide_martin	nucleotide_origin	label	label2	label_mar	label_ori
ERR4597390	23122							
ERR4423893	16658							
ERR4640386	20172							
ERR4422572	7071							
ERR4581515	6718							
ERR4495689	22487							
ERR4495544	26073							
ERR4584182	3162							
ERR4584068	26427							
ERR4584068	27506							
ERR4422876	11541							
ERR4424811	10179							
ERR4424811	26528							
ERR4422840	29736							
ERR4423958	28877							
ERR4585156	1720							
ERR4584443	15757							
ERR4585077	10764							
ERR4584505	19844							
ERR4584564	27784							
ERR4597362	10764							
ERR4597362	10999							
ERR4597362	23122							
ERR4597362	23789							
ERR4597362	24391							
ERR4495783	6599							
ERR4495472	20771							
ERR4632079	26197							
ERR4436997	22046							
ERR4421676	10999							
ERR4581459	12499							
ERR4422860	7305							
ERR4422860	10999							
ERR4422953	29867							
ERR4641235	20311							
ERR4438670	10848							
ERR4438691	3296							
ERR4438691	9013							
ERR4438691	24656							
ERR4422487	10201							
ERR4422487	27784							
ERR4439760	29751							
ERR4638301	10764							
ERR4422369	29867							
ERR4422676	29468							
ERR4424952	25091							
ERR4437835	29372							
ERR4638203	7035							
ERR4638507	21658							
ERR4638507	26520							
ERR4633850	13							
ERR5024935	7943							
ERR5024935	28081							
ERR5025288	6305							
ERR4638236	7035							
ERR4459467	3109							
ERR4460126	10523							
ERR4423330	3764							
ERR4876905	26528							
ERR4423175	29031							
ERR4495625	4436							
ERR4457941	11649							
ERR4638008	10764							
SRR19928545	20480							
SRR19475745	5240							
ERR4642573	27572							
ERR4422994	10764							
ERR4640407	16292							
ERR4424470	11151							
ERR4424470	13717							
ERR4438042	10304							
ERR10704959	10046							
ERR4637776	27411							
ERR4891957	18974							
ERR4603839	21807							
ERR4637483	12451							
ERR4637483	22232							
ERR4438616	17783							
ERR4459882	16414							
ERR4459882	28902							
SRR19928002	17125							
SRR19928964	28878							
SRR19475536	20197							
SRR19475477	8651							
SRR19476093	8651							
SRR23065814	8104							
SRR23066333	16514							
ERR4615936	19407							
ERR4437632	10595							
ERR4425085	20297							
SRR19475493	321							
SRR19943632	8651							
SRR19946170	8651							
SRR19476083	21650							
SRR19475783	8651							
SRR21757017	27003							
ERR7289839	12422							
ERR7289839	15521							
ERR7289839	15754							
ERR6445750	24914							
ERR6117759	22879							
SRR21793638	7247							
SRR22553768	8368							
SRR22553767	28920							
SRR22553765	22506							
SRR22553765	22508							
ERR7811507	26577							
ERR7860170	3877							
ERR7852037	26577							
ERR7942079	15521							
ERR7807678	25							
ERR7945208	1804							
ERR7942888	23853							
ERR7831437	4579							
ERR7844157	1678							
ERR7831723	4271							
ERR7807110	15521							
ERR7787310	3686							
ERR7859623	15521							
ERR8018620	4185							
ERR7896965	25							
ERR7859510	13284							
ERR7851248	27728							
ERR7896996	15521							
ERR7874719	26577							
ERR7941439	15521							
ERR7941439	26029							
ERR8018640	29510							
ERR7904402	19936							
ERR7904250	362							
ERR7877944	15521							
ERR7806336	234							
ERR7899238	15521							
ERR7896722	25							
ERR7878599	72							
ERR7875537	15418							
ERR7876517	5432							
ERR7810009	22806							
ERR7811453	29727							
ERR7740594	26577							
ERR7853952	23118							
ERR7804613	15521							
ERR8018390	25							
ERR7740626	26577							
ERR7896776	15521							
ERR7941631	6822							
ERR7876310	23854							
ERR7859258	21							
ERR7859258	23854							
ERR7859258	26577							
SRR20898475	15521							
SRR20882192	21618							
SRR20882192	23854							
SRR20882192	26577							
SRR20018044	28916							
ERR7942806	19667							
SRR17595556	18024							
SRR22553747	3989							
SRR22553747	28920							
SRR21548696	18024							
SRR19473413	10560							
SRR21326701	15521							
SRR21345683	15521							
SRR20861911	25267							
SRR20881090	26717							
SRR21345219	542							
SRR20871196	25683							
SRR21824095	1393							
SRR20872622	3634							
SRR20871260	26577							
SRR19478725	21618							
SRR19475169	10816							
SRR19478618	23461							
SRR20027554	15937							
SRR20899648	12588							
SRR20887419	8426							
ERR7940514	25							
SRR19473686	17704							
SRR21547328	27151							
SRR21547328	28915							
SRR21547328	28920							
ERR7798383	25							
ERR7832271	25							
ERR8014632	22215							
ERR7809856	23853							
ERR7809284	15521							
ERR7832093	19858							
ERR7832019	19334							
ERR7832124	2942							
ERR7832209	25							
ERR7809335	25							
ERR7809335	790							
ERR7832278	27306							
ERR7810755	25							
ERR7810957	3877							
ERR7787207	29535							
ERR7798337	11753							
ERR7798337	15521							
ERR7810838	12422							
ERR7804268	15521							
ERR7810782	23853							
ERR7809217	26577							
ERR7808175	15521							
ERR7809566	3549							
ERR7831734	1537							
ERR7810952	25							
ERR7809412	15521							
ERR7897375	26798							
ERR7798317	15521							
ERR7810761	8919							
ERR7731639	26577							
ERR7942244	24797							
ERR7897424	78							
ERR7810824	3625							
ERR7832281	14972							
ERR7904666	25							
ERR7875611	23853							
ERR7829889	25852							
ERR8014684	3625							
ERR7832192	25							
ERR7806947	18244							
ERR7811172	26577							
ERR7904693	23853							
ERR7898858	1678							
ERR7798144	19217							
ERR7798144	26577							
ERR7809371	3625							
ERR7787238	28342							
ERR7904806	15521							
ERR7809222	15521							
ERR7899107	234							
ERR7755671	8785							
ERR7798126	26577							
ERR7810747	22844							
ERR7875796	25							
ERR7810844	23416							
ERR7809600	22813							
ERR7904283	13729							
ERR7805974	25							
ERR7805974	15521							
ERR7805974	18244							
ERR8018016	78							
ERR7904779	15521							
ERR7829913	78							
ERR7810831	18244							
ERR7875154	27943							
ERR7809304	19119							
ERR7809795	3374							
ERR7898863	22502							
ERR7810841	8715							
ERR8018070	17399							
ERR7787184	23853							
ERR7829874	78							
ERR7829921	78							
ERR7832027	15521							
ERR7810931	3877							
ERR7806903	25							
ERR7809270	9600							
ERR7810752	21							
ERR7904658	25							
ERR7904658	15521							
ERR7872544	23853							
ERR7829924	18465							
ERR7832179	26115							
ERR7897391	4579							
ERR7810904	9371							
ERR7872452	27382							
ERR7790077	25							
ERR7806769	25							
ERR7904788	25418							
ERR7805638	542							
ERR7898981	5148							
ERR7872526	28254							
ERR7799518	23636							
ERR8018066	3877							
ERR7854817	13250							
ERR7877661	18244							
ERR7832092	25							
ERR7781529	25165							
ERR7810859	18686							
ERR7811062	26577							
ERR7810768	25350							
ERR7810915	29794							
ERR7829926	25							
ERR8018329	28245							
ERR7799467	23636							
ERR7810945	25							
ERR7832064	2725							
ERR7898879	15521							
ERR7809147	25							
ERR7832191	15521							
ERR8014699	4579							
ERR8014699	15521							
ERR7898811	25556							
ERR7810920	8839							
ERR7807610	1678							
ERR7810767	9417							
ERR7798208	7057							
ERR7797890	25							
ERR7809767	13752							
ERR7829878	78							
ERR7810861	12740							
ERR7810861	23636							
ERR8018120	4579							
ERR7806739	666							
ERR7829855	21304							
ERR7809693	27812							
ERR7799683	24814							
ERR7809627	25							
ERR7809624	15521							
ERR7904637	2237							
ERR7872530	1678							
SRR20903289	28655							
SRR19478615	229							
SRR19478605	8434							
SRR20902452	4426							
SRR20873273	22593							
SRR20873273	29742							
SRR21345831	26647							
SRR19475107	15521							
SRR20881323	19761							
SRR20882210	26154							
SRR21329275	8633							
SRR21329275	29536							
SRR21325194	19672							
SRR19475273	15521							
SRR20898941	22336							
SRR20860561	14960							
SRR20898542	28336							
SRR21346019	15521							
SRR20899402	327							
SRR21345287	14960							
SRR20898992	108							
SRR20898992	522							
SRR20898151	19383							
SRR20897989	9							
SRR20897989	27545							
SRR20897916	3326							
SRR21345191	25418							
SRR20902484	19339							
SRR19478606	15521							
SRR20882650	1990							
ERR8019736	25							
ERR7898687	12422							
ERR7805300	13569							
ERR8021108	25							
ERR8021108	27259							
ERR7898720	4576							
ERR7898720	4579							
ERR7874423	15521							
ERR7940833	3877							
ERR7897501	25							
ERR8014348	6204							
ERR8014348	15521							
ERR7898027	1303							
ERR7874465	28254							
ERR7904221	78							
ERR7898752	11583							
ERR7952354	25							
ERR7952354	15521							
ERR7952354	26577							
ERR7952221	28683							
ERR8018954	15521							
ERR7874017	29755							
ERR7897882	3877							
ERR7877382	362							
ERR7904274	18244							
ERR7852038	25							
ERR7852038	21294							
ERR7852038	26577							
ERR7878381	25							
ERR7951942	78							
ERR7844878	25							
ERR7877014	77							
ERR7952356	26577							
ERR7942169	528							
ERR7952107	25							
ERR7853516	18968							
ERR7873520	24358							
ERR7808859	26577							
ERR8018295	25							
ERR7853416	25							
ERR7810449	24358							
ERR7874433	25							
ERR8019468	24998							
ERR7878146	12597							
ERR7942179	22215							
ERR7851578	3548							
ERR7798486	26720							
ERR8019221	25							
ERR7873888	22806							
ERR7878425	26577							
ERR8018665	25342							
SRR20899941	23854							
ERR7876513	25							
SRR20870613	26902							
SRR20904477	18							
SRR20870960	19979							
SRR20870960	29446							
SRR20873095	5078							
SRR20903655	25145							
SRR20897946	23457							
SRR20897863	24089							
SRR20897881	7309							
SRR20902508	15019							
SRR20873271	8715							
SRR20872149	23700							
SRR20903648	25931							
SRR21345513	15349							
SRR20904364	15521							
SRR20897736	3686							
ERR8184652	3169							
ERR8184652	8221							
ERR8185481	8747							
ERR8185481	15521							
ERR7844679	23854							
ERR8183330	67							
ERR8184825	8829							
ERR7898751	25							
ERR7807339	18244							
ERR7952502	1678							
ERR7952502	29535							
ERR7831593	963							
ERR7876658	25							
ERR8014331	18814							
ERR7810892	15535							
ERR7845321	14252							
ERR7877458	15521							
ERR7859204	25							
ERR7941557	12079							
ERR7873601	8574							
ERR7873601	12422							
ERR8014808	28492							
ERR7897860	15521							
ERR7808151	18244							
ERR7829821	5794							
ERR7878377	18244							
ERR7878537	12422							
ERR7878537	15521							
ERR8019944	7385							
ERR7875359	25150							
ERR7853800	7099							
ERR7874671	2433							
ERR7874725	15521							
ERR8014830	15521							
ERR7897649	15521							
ERR7940889	15521							
ERR8017956	12454							
ERR8017956	13681							
ERR7876812	26116							
ERR7941661	3478							
ERR7941548	23940							
ERR7951991	3167							
ERR7875642	12328							
ERR7921278	786							
ERR7896872	27958							
ERR7859391	2160							
ERR7904633	78							
ERR7808193	25							
ERR7845415	234							
ERR7852847	18474							
ERR8018512	18244							
ERR7897214	26577							
ERR8014188	27863							
ERR8019030	6747							
ERR8019030	23948							
ERR8019030	27259							
ERR8017906	25							
ERR7898728	14841							
ERR7853532	24895							
ERR8017788	27895							
ERR8014145	15521							
ERR8019042	25							
ERR8018785	25							
ERR8014359	15521							
ERR8018900	25							
ERR8018900	234							
ERR7904502	15521							
ERR7942041	15521							
ERR7955289	15521							
ERR7807006	12556							
ERR7797908	15521							
ERR7875585	15521							
ERR7853966	78							
ERR8182294	10831							
ERR7876498	4842							
ERR7899508	4579							
ERR7899508	12823							
ERR8185182	23854							
ERR8017833	24577							
ERR8019027	28423							
ERR7876996	3221							
ERR7941733	12079							
ERR7921377	15521							
ERR7941962	15521							
ERR7811570	29686							
ERR7897599	1678							
ERR7853981	23118							
ERR7831216	21294							
ERR7831216	26577							
ERR8019105	8672							
ERR7811662	14289							
ERR7952292	4570							
ERR7904204	25							
ERR7898735	5794							
ERR7899437	18902							
ERR7877787	28781							
ERR7810571	26577							
ERR7859978	27248							
ERR7859933	21294							
ERR7952165	12422							
ERR7952165	28336							
ERR8019079	25							
ERR7852009	27289							
ERR7802885	8911							
ERR7898062	1804							
ERR7799369	25							
ERR7853143	7759							
ERR7851117	28342							
ERR7898134	15521							
ERR7941240	22661							
ERR7844817	1303							
ERR7897205	21294							
ERR7897205	26577							
ERR7904291	18244							
ERR7940618	398							
ERR7898139	22028							
ERR7798658	25							
ERR7873865	234							
ERR7873865	3877							
ERR7897622	1056							
ERR7799065	25							
ERR8185904	23854							
ERR7896882	29736							
ERR7941394	15521							
ERR8019138	72							
ERR7904515	23090							
ERR8018177	15033							
ERR7897450	1678							
ERR8014837	25137							
ERR7942832	15521							
ERR7873349	15521							
ERR8017928	27382							
ERR7874208	15521							
ERR7854114	474							
ERR7810836	2515							
ERR7874598	12007							
ERR7898286	26577							
ERR7830869	25							
ERR8014677	15521							
ERR7860180	484							
ERR7860180	19858							
ERR8186090	13791							
ERR8186090	26467							
ERR8186090	29787							
ERR7806340	10958							
ERR7834139	13474							
ERR8019363	17304							
ERR7844072	1678							
ERR7873444	1678							
ERR7896919	29817							
ERR8019722	15521							
ERR7878550	23444							
ERR7875370	29759							
ERR7897011	24689							
ERR8019028	6747							
ERR7853968	12422							
ERR7853968	23118							
ERR7844610	24411							
ERR7850972	15521							
ERR7853907	23118							
ERR7853944	11602							
ERR7831380	29334							
ERR7798570	3539							
ERR7853408	23118							
ERR8017807	27503							
ERR7942262	27503							
ERR7874012	18244							
ERR7844332	578							
ERR8018809	27382							
ERR8019358	26565							
ERR7941976	25							
ERR7942032	25							
ERR8014369	4687							
ERR7874794	15521							
ERR8019810	15521							
ERR8014196	14289							
ERR7897666	15521							
ERR7941358	3630							
ERR7860031	26577							
ERR7873135	27327							
ERR7852227	474							
ERR8017760	9600							
ERR7876865	28289							
ERR7874981	25273							
ERR7829905	78							
ERR7875633	15521							
ERR8019776	948							
ERR7829740	1678							
ERR8006546	15521							
ERR7921161	26577							
ERR8014931	16640							
ERR7844020	23118							
ERR7798213	3877							
ERR7941356	25							
ERR7941356	15521							
ERR7854369	1775							
ERR7854758	3014							
ERR7942231	2545							
ERR7853909	23118							
ERR7942856	7171							
ERR7758322	25							
ERR7807155	25							
ERR7941723	3478							
ERR7852503	25							
ERR7878230	9671							
ERR7877109	18244							
ERR7853002	2589							
ERR8019188	534							
ERR8014435	15521							
ERR7877650	6586							
ERR7754412	1678							
ERR8019090	21812							
ERR7808502	25							
ERR7945193	15588							
ERR7941568	2466							
ERR7941568	8184							
ERR7897125	18244							
ERR7897125	21294							
ERR7859821	23854							
ERR7831233	1303							
ERR7808459	25							
ERR7831258	13621							
ERR7897119	23854							
ERR7898480	1303							
ERR7810565	25							
ERR7811421	13211							
ERR7798029	18244							
ERR7797870	28506							
ERR7898289	12422							
ERR7898612	10498							
ERR7878499	25							
ERR8019266	3877							
ERR7898385	13639							
ERR7898385	29805							
ERR7852892	23674							
ERR7859918	15521							
ERR7859918	23854							
ERR7898234	15521							
ERR7831011	23416							
ERR8190148	4579							
ERR8190148	13791							
ERR8190148	20095							
ERR7852949	8150							
ERR7852949	10574							
ERR7852949	11528							
ERR7852949	19030							
ERR7831317	26077							
ERR7831317	26106							
ERR7952142	23854							
ERR7952142	29035							
ERR7808395	78							
ERR7811375	11000							
ERR7878352	235							
ERR7878283	18244							
ERR7878283	20145							
ERR7831253	25							
ERR7739624	5312							
ERR7811263	26952							
ERR7811574	25							
ERR7810477	25							
ERR7830961	23636							
ERR7830591	18244							
ERR7940612	21454							
ERR7810655	78							
ERR8014366	5312							
ERR7874830	25							
ERR7951743	25							
ERR7942073	15521							
ERR7904200	27425							
ERR8019720	3877							
ERR7941406	15521							
ERR7941260	26789							
ERR7904245	27936							
ERR8183897	15521							
ERR8183897	25556							
ERR8186062	25914							
ERR8185080	17166							
SRR20888270	15521							
ERR8182573	18282							
ERR10215731	15521							
ERR10025215	28878							
ERR10171972	23268							
ERR10026933	23268							
ERR8018175	15521							
SRR22909570	28760							
SRR20350374	21824							
SRR20886603	16							
ERR10025833	4086							
ERR10025833	25049							
SRR21328118	26467							
SRR20903731	15521							
SRR20531628	10449							
SRR20531628	26461							
SRR20860481	15521							
SRR20881424	21724							
SRR20897921	25163							
SRR20899606	15521							
SRR20899606	15700							
SRR20419787	26667							
SRR20391841	25							
SRR21345974	19283							
SRR21345974	28535							
SRR20897798	24328							
SRR20899865	8913							
SRR20899278	27532							
SRR20904546	15521							
SRR20904122	14960							
SRR20860476	16838							
SRR20897990	11336							
SRR20887900	8701							
SRR20356591	16288							
SRR20347728	15521							
SRR20899761	542							
SRR20351191	19805							
SRR20880672	310							
ERR10025986	25693							
SRR20904634	6271							
SRR21346041	15521							
ERR10026080	6315							
ERR10027163	15521							
SRR22553773	17136							
SRR20351110	1668							
SRR20774298	14960							
SRR19485580	19077							
SRR20027604	13034							
SRR20857580	4386							
SRR22738590	26396							
ERR7798744	18244							
ERR7874579	78							
ERR7904519	15521							
ERR7854319	8868							
ERR7941523	25							
ERR7876787	21697							
ERR8018117	25							
ERR8018117	23257							
ERR7798619	78							
ERR7904436	25							
ERR7904436	15521							
ERR7897534	29755							
ERR7876894	25							
ERR8182769	23854							
ERR7878277	18244							
ERR7941243	15521							
ERR7896665	25							
ERR7845738	18244							
ERR7853685	23118							
ERR7875294	15521							
ERR7877510	25							
ERR8019935	27382							
ERR7872853	29755							
ERR7806073	18244							
SRR20391128	27953							
SRR20745546	15521							
SRR20870510	14960							
SRR19902729	2101							
SRR22561202	24555							
SRR21551989	20494							
SRR22561186	22							
SRR22554884	12							
SRR22554884	18							
SRR22554884	14223							
SRR22554823	15221							
SRR22554823	19279							
SRR22554823	19280							
SRR21554838	21974							
SRR22554881	8537							
SRR22554881	26577							
SRR22565462	22005							
SRR21551975	10024							
SRR21551954	22							
SRR22565465	9250							
SRR22554871	27079							
SRR22561160	3218							
SRR22565393	9246							
SRR22565393	22582							
SRR22558279	9864							
SRR22558282	22582							
SRR22561216	9250							
SRR22561199	20494							
SRR21709056	10423							
SRR22561215	22							
SRR22558307	22							
SRR22558307	28877							
SRR22558307	28878							
SRR21551947	14074							
SRR22558278	22							
SRR22561156	29074							
SRR22558277	6029							
SRR21554685	22							
SRR21554685	10423							
ERR9900797	1107							
SRR22558326	22							
SRR22558297	641							
SRR22561171	19879							
SRR22554855	10423							
SRR22561165	19667							
SRR22561234	22							
SRR22561176	13692							
SRR21551966	9246							
SRR22566452	10423							
SRR22561154	22							
SRR22561154	3506							
SRR22561161	25162							
SRR22561161	25163							
ERR9900798	22							
SRR22558314	9246							
SRR22558314	9249							
SRR21553506	9252							
SRR21554621	28249							
SRR22565516	9255							
SRR22561158	10423							
SRR22561163	9252							
ERR9888071	29315							
SRR21709002	9252							
SRR22554891	22							
SRR22561157	9864							
SRR21554822	10423							
SRR22561184	9864							
SRR22565406	9246							
SRR22565406	9249							
SRR22565406	27630							
SRR21551974	9252							
SRR21551974	28563							
SRR22558270	22							
SRR22558270	9252							
SRR22558333	27382							
SRR21551981	28254							
SRR22561225	9255							
SRR20351167	2555							
ERR8182266	2942							
ERR8182266	3596							
SRR20347750	20000							
SRR20347750	29468							
SRR20351144	27802							
SRR20348439	26443							
SRR21547340	23854							
SRR20897608	14960							
SRR21857981	29746							
SRR22910876	2236							
SRR20666587	4579							
SRR20897544	15521							
SRR20392585	7093							
SRR20904441	15521							
SRR20903469	29839							
SRR20903828	20318							
SRR20391562	13226							
ERR9900988	23854							
ERR9900988	23948							
SRR21553516	22							
SRR22554878	26029							
SRR22565382	19879							
SRR22565490	15							
SRR21709441	22							
SRR21709432	22							
SRR21551999	13							
SRR22565508	22							
SRR22561209	28902							
SRR21554840	371							
SRR22554858	27079							
SRR22554837	27079							
SRR22558328	13							
SRR22558328	18							
SRR21709374	25167							
SRR22565487	28631							
SRR21554628	24358							
SRR21709436	18							
SRR21551948	29315							
SRR20348567	22							
SRR22556535	18024							
SRR21553544	27390							
SRR22565473	10423							
SRR21551963	10423							
SRR22565412	22582							
SRR20903121	15521							
SRR21709018	10423							
SRR21709360	15							
SRR21554829	5587							
SRR21554829	29405							
SRR21551952	3394							
SRR22561224	5312							
SRR22554873	22							
SRR22554873	27081							
SRR22554828	22							
SRR21547306	23854							
SRR22910259	25563							
SRR22938850	25276							
SRR22910833	8653							
SRR22938855	746							
SRR22938855	16434							
SRR20350900	2236							
SRR20350636	11669							
SRR20354264	17553							
SRR20897715	15521							
SRR20882320	7889							
SRR20351152	28698							
SRR20351120	3390							
SRR21162063	23543							
SRR21162063	25673							
SRR21815547	23948							
SRR20027465	4994							
SRR20422802	26504							
SRR20856871	19879							
SRR20497975	28254							
SRR20497975	28877							
SRR20497975	28878							
SRR20856431	26178							
SRR20497951	25902							
SRR20531576	28877							
SRR20531576	28878							
SRR20857988	570							
SRR20888397	26627							
SRR20856426	2933							
SRR20856426	14670							
SRR20856658	10449							
SRR20857971	28821							
SRR20497913	25902							
SRR20856415	27257							
SRR20856415	29412							
SRR20531556	25902							
SRR20856726	25902							
SRR20531696	25902							
SRR21345632	22599							
SRR20860695	15521							
SRR20881749	26674							
SRR20886362	78							
SRR20903762	78							
SRR20898623	3218							
SRR20898623	15521							
SRR20880558	78							
SRR20888262	15521							
SRR20881339	21144							
SRR20861187	13791							
SRR20898302	1438							
SRR20873200	28963							
SRR20861260	26417							
SRR21345730	7061							
SRR21345730	13424							
SRR20886713	1917							
SRR20904787	15521							
SRR21329110	8318							
SRR20882187	4579							
SRR20882187	8829							
SRR20904094	22582							
SRR20897643	27349							
SRR20871181	23910							
SRR20871181	25680							
SRR21345928	16							
SRR21345928	15521							
SRR20745682	15521							
SRR21859665	24066							
SRR20858026	14960							
SRR20873367	29839							
SRR19664085	22139							
SRR20870932	15521							
SRR20904367	78							
SRR19477508	27186							
SRR20881905	15521							
SRR21145475	12114							
SRR20427037	22813							
SRR20887358	3169							
SRR20887358	26880							
SRR20871069	21304							
SRR20886826	27630							
SRR20861179	2330							
SRR20886730	1917							
SRR20861180	1260							
SRR20886507	1917							
SRR20858196	20427							
SRR20882034	15521							
SRR20904116	13791							
SRR20858097	14960							
SRR20902736	948							
SRR20881465	15521							
SRR20902792	15480							
SRR20904459	15521							
SRR20903299	18422							
SRR20881347	10							
SRR20881543	29839							
SRR20860317	1626							
SRR20350640	10816							
SRR20354362	23948							
SRR20858368	23128							
SRR20903108	17598							
SRR20860296	4							
SRR20881381	6029							
SRR19485891	17704							
SRR20899498	15521							
SRR20871369	15521							
SRR20351201	16899							
SRR20872114	13977							
SRR20419584	28994							
SRR22556546	28915							
SRR22556540	12							
SRR22556540	23							
SRR22556540	24							
ERR8020030	15521							
SRR22556482	23854							
SRR21487397	23366							
SRR21487397	26577							
SRR20888692	28877							
SRR20888692	28878							
SRR20887988	26577							
SRR22565488	22							
SRR20888421	3394							
SRR21487425	9336							
SRR22549863	26582							
SRR22549846	25							
SRR22549846	30							
SRR22549802	27979							
SRR22549858	28703							
SRR20888750	25902							
SRR20856596	3877							
SRR20857000	25902							
SRR21327188	14960							
SRR20872341	29842							
SRR21345230	29514							
SRR20858551	14960							
SRR20830183	17835							
SRR20898816	15521							
SRR19478866	26282							
SRR19478866	27186							
SRR20903439	4579							
SRR20903439	15521							
SRR21552002	9246							
SRR21552002	9249							
SRR21552002	9252							
SRR22565370	22							
SRR22565370	11273							
SRR20856433	10449							
SRR20887258	15650							
SRR22194207	23444							
ERR7875582	23854							
SRR20899190	8318							
SRR20887401	15521							
SRR20426765	25855							
SRR20881942	3697							
SRR20531370	3877							
SRR20888747	11070							
SRR20427109	1585							
SRR20856877	4579							
SRR20531379	10697							
SRR20904359	14384							
SRR20856540	25737							
SRR20857050	2374							
SRR20353171	23854							
SRR22938551	23854							
SRR22938551	23948							
SRR20395261	22139							
SRR20347748	21081							
SRR20350635	15681							
SRR23584621	16034							
SRR23447318	1917							
SRR20858214	13661							
SRR20898557	15521							
SRR20902774	15521							
SRR20902774	25856							
SRR19663829	22139							
SRR20897612	6822							
SRR20897824	11670							
SRR20898513	25166							
SRR20353238	5098							
SRR20395396	23948							
SRR20347294	1303							
SRR20859409	14960							
SRR20859409	15521							
SRR20859409	18650							
SRR20349156	12015							
SRR20886888	14960							
SRR20886888	16713							
SRR20886888	18244							
SRR20886888	27390							
SRR22907329	7080							
SRR20395597	5348							
SRR20418226	26029							
SRR21547334	23854							
SRR20418280	17172							
SRR20418280	28386							
SRR22556500	23547							
SRR22556538	13243							
SRR22556538	18656							
SRR22556538	18657							
SRR22556538	23854							
SRR22565401	20494							
SRR20350615	17536							
SRR21548716	2998							
SRR20422488	7882							
SRR20422488	25061							
SRR20390927	9904							
SRR20810810	2101							
SRR20881261	23948							
SRR21487398	30							
SRR21487398	23388							
SRR21487406	24389							
