Position	MEAN_err
10005	1.0777873811581677
29616	1.611015859408487
6171	1.6043533930857874
17513	0.0526027397260274
33	0.0
27121	1.7703391709155398
26913	0.029327610872675252
25914	1.9035799522673031
22451	1.3222222222222222
18591	1.501888497108587
16650	1.6823476702508962
27208	0.477751756440281
25906	0.04439834024896266
10075	1.691300488237905
15618	0.0013315579227696406
1000	0.6655710764174199
16884	0.0005017561465127947
23309	1.0509337860780985
27631	0.005741016372528174
7	0.05513472411513708
5260	0.07102357505222322
11541	0.7991852384375749
29141	0.5422957105200096
24191	0.4409851301115242
16437	1.923002186057809
22995	0.6954697986577181
24893	1.2721496629180327
921	1.327899394503959
8670	2.9759308010530274
27469	1.9386094674556213
7781	0.0
23604	0.14957184354289446
27858	0.006865837817776953
21819	0.1107917428795401
26790	0.7284573350147121
10213	0.9898974892289407
1998	2.1614567526555386
1335	0.8460207612456747
27891	0.44324324324324327
29441	0.3890977443609023
29620	0.6899975179945396
20029	0.06523557290214664
20291	1.7102803738317758
28758	1.8770382250735098
28205	2.9718640093786637
567	0.32109375
15830	1.7086466165413534
29634	1.0246663970885563
22916	0.24155185848073155
29468	0.0020461853259280912
21993	0.049573973663826494
18478	1.1687116564417177
4579	1.3220866293652325
9956	1.0825635103926097
157	0.2211044520547945
24588	0.9077102803738317
18484	1.3759323719542516
28289	1.2920984455958548
11619	1.668697282099344
13654	1.6827249575551784
29516	0.8544793087767167
27315	0.0008481764206955047
7114	1.9306784660766962
8651	0.9232562354648927
22806	0.3105134474327628
3731	1.6227621483375958
23032	0.7953861584754263
28512	0.11037989829494466
29875	0.2970878102005127
28576	1.9906447534766119
27040	2.376003379805661
25423	1.366394927536232
8781	0.0
13424	0.8656038738388211
22957	0.6389808074123098
25075	0.2175786299009048
24790	1.7189349112426036
28679	1.0466573816155988
5126	1.3189630881938574
26260	1.9160788129408903
5152	0.2611464968152866
29667	1.6678466076696166
29333	0.566795053719846
28048	1.7226835664335665
25619	0.6869712351945855
345	1.694411414982164
14884	1.4812349787391386
45	1.8829360396506962
16986	0.9496589037873442
8167	0.9726027397260274
13791	2.205948372615039
14	0.002979013824893539
27520	0.719785575048733
15710	1.4432296047098403
29883	0.0
22	0.0024560740600793503
1854	0.6592592592592592
19739	0.5864881823886217
4397	1.0718667835232252
7222	0.833982138768033
19357	0.0009510223490252021
27912	1.4489884707417882
24633	0.0708613317043372
13110	4.354654844838505
26259	3.11616818378847
25318	0.28155940594059403
27855	0.9703705939969676
3218	0.9082427115796918
16240	0.36279839281493736
729	0.8011049723756906
22502	0.2837370242214533
25883	0.3430517711171662
9557	1.7904676258992807
28083	1.6693365967674902
18865	1.4983341266063779
4612	0.3844221105527638
24718	0.5267605633802817
22576	1.770463651974814
8395	0.013354700854700854
29861	0.0
27	0.06666666666666667
32	0.8705608220236878
40	0.9050649651406562
34	1.2539896906887469
37	0.8979739288420148
29845	0.44298245614035087
28703	1.6585470807182212
24953	0.7299670691547749
19299	0.2917956656346749
578	1.7887462981243831
16604	0.24209932279909707
2839	0.6743034055727554
27467	1.408675799086758
22794	0.9
23399	0.08700155359917142
22948	1.0032467532467533
29801	0.03289296306282017
8711	0.08310860505025741
28520	1.7932681373663861
26699	2.2714681440443214
12208	0.7749217702279839
27194	0.22214336408800567
15302	0.6975349766822119
996	1.6020042949176807
25633	0.5955631399317406
21130	0.6735620585267407
24397	1.8024118738404453
3455	0.6978458049886621
19048	0.000959462700887503
5454	0.5498612000854153
29250	0.31531076301162203
7700	0.0006621054954756124
26422	0.2596825396825397
5709	0.5202205882352942
5669	1.1371254443880143
21264	0.01403061224489796
24134	1.1017964071856288
4729	1.0333889816360602
16476	1.1335311572700297
26341	1.171238570241064
23666	1.3678654499910539
29884	0.0
28814	0.006344658207122391
22749	0.6096681096681097
6933	0.39862542955326463
969	1.7647834688942625
12849	0.005760131660152232
22440	1.0794912559618441
27215	0.002226179875333927
2401	0.00441306266548985
24707	1.0214592274678111
15700	1.1763958212875572
12186	1.4900304949566032
23123	0.6597938144329897
19406	1.7713675213675213
18464	1.4778722476564203
7286	0.3140432098765432
3221	2.3205213903743314
14286	0.1574973031283711
22202	1.1770470021591097
494	1.5043196544276458
29860	1.0615806532036898
29885	0.0
16220	0.6403192987948035
24977	0.13755199049316696
17141	1.3289036544850499
14292	0.7038988408851422
6952	0.24663173652694612
21491	0.0005023863350916855
21664	1.7829691032403918
21487	0.21460176991150443
19551	1.5282247765006385
29890	0.0
